Window,daves name,circadian,color,frame,occupant,treatment,objects,signage,notable,special
window-815,window-0207,awake,brown,storefront,none,none,none,none,a dark graffiti-tagged storefront window glows faintly with warm interior light and a single candle flame.,no
window-816,window-0125,awake,white,other,none,none,poster,none,two large backlit photographs of a heavily lashed eye fill the dark window frame.,yes
window-817,window-0075,awake,amber,double-hung,ghoul,roller shade,string lights|holiday decoration,none,a glowing jack-o-lantern figure framed by warm string lights fills the lower sash.,yes
window-818,window-0120,awake,brown,double-hung,none,roller shade,none,none,a silhouetted reindeer figurine stands beside a round ornament against a softly glowing amber shade.,no
window-819,window-0050,awake,green,double-hung,none,none,plants,none,"a tall spiky dracaena plant fills the dark-framed window, lit by a small interior light.",no
window-820,window-0328,awake,gray,double-hung,none,roller shade,none,none,a lone silver trophy sits on the sill behind a softly lit double-hung window.,no
window-821,window-0250,awake,white,double-hung,none,frosted glass,string lights|holiday decoration|signage,be mine,"valentine's heart decals and glowing string lights spell out ""be mine"" on a frosted lower pane.",no
window-822,window-0766,awake,blue,double-hung,none,none,neon sign|signage,none,neon boxing gloves and a dumbbell glow in a gym window above a small flame ornament.,no
window-823,window-0604,awake,amber,paned grid,none,curtains,air conditioner|bottle,none,a softly glowing amber window with a curtain drawn aside above a window air conditioner unit.,no
window-824,window-0860,awake,orange,paned grid,none,none,plants,none,silhouetted potted plants stand against an intense glowing orange interior.,no
window-825,window-0523,awake,black,double-hung,none,none,open sign|neon sign|air conditioner|signage,open,a glowing red-and-blue led open sign floats in an otherwise dark window above an air conditioner.,no
window-826,window-0251,awake,black,double-hung,none,roller shade,holiday decoration|string lights|signage,love,a glowing red light-up heart decoration is the lone bright spot in an otherwise dark double-hung window.,no
window-827,window-0653,awake,orange,paned grid,none,curtains,none,none,a dark silhouetted profile shape against a deep orange-lit interior glow.,no
window-828,window-0551,asleep,brown,double-hung,none,none,none,none,a dim brown double-hung window holding a few faint pale objects barely emerging from darkness.,no
window-829,window-0672,awake,gray,double-hung,none,none,plants|string lights,none,a potted plant wrapped in warm fairy lights glows against a misty gray pane.,no
window-830,window-0108,awake,brown,double-hung,none,none,framed art|poster|signage,this is a wonderful,"a dim warm interior with framed posters, one reading ""this is a wonderful.""",no
window-831,window-0546,awake,brown,casement,none,roller shade,furniture,none,a dim warm-toned room with a half-drawn shade and shadowy clutter stacked along the sill.,no
window-832,window-0377,awake,black,storefront,none,security,sign|signage,none,a dimly lit storefront display of pale sculptural objects seen through a folding scissor security gate.,no
window-833,window-0205,awake,black,double-hung,none,security|sheer curtains,plants,none,"an ornate wrought-iron security grille with scroll motifs frames a dim, curtained interior.",no
window-834,window-0996,awake,red,double-hung,cat,sheer curtains,string lights,none,a tuxedo cat sits in the bottom pane against a vivid red-glowing interior with glowing string lights above.,yes
window-835,window-0594,awake,red,other,ghoul,security,holiday decoration,none,a glowing red jack-o'-lantern face leers through an ornate security gate in the dark.,yes
window-836,window-0233,awake,black,double-hung,none,security,none,none,"a diamond-mesh security gate covers a darkened window, with only the lower pane faintly glowing amber behind it.",no
window-837,window-0706,awake,orange,double-hung,none,curtains,lamp|plants,none,a faceted geometric pendant ornament hangs against a glowing amber-orange interior.,no
window-838,window-0348,asleep,brown,other,none,security,none,none,a rusted metal mesh security gate covers a dark recessed doorway with deep red surrounding walls.,no
window-839,window-0371,awake,amber,double-hung,none,roller shade,ceiling fixture,none,a glowing bare bulb behind a worn shade above a draped cloth spilling over a metal railing.,no
window-840,window-0750,awake,black,double-hung,none,curtains,open sign|neon sign|signage|spa,open walk-ins welcome inatural spa 212-219-8866 646-928-0197,"stacked neon signs advertise a spa with glowing teal, red and orange lettering.",yes
window-841,window-0123,awake,blue,other,none,none,poster|sign|signage,hottie lash,"an illuminated eyelash-salon lightbox sign featuring a giant close-up eye and the words ""hottie lash.""",yes
window-842,window-0931,awake,white,double-hung,none,none,neon sign|sign|signage,suckadelic,"a glowing magenta ""suckadelic"" sign with a rebel alliance-style emblem lights an otherwise empty white window.",no
window-843,window-0961,awake,amber,paned grid,none,none,plants|bottle|air conditioner,none,a large bird-of-paradise plant silhouetted against a warm interior with bottles lined up on the sill.,no
window-844,window-0173,awake,pink,double-hung,none,sheer curtains,none,none,sheer patterned café curtains glow with a soft pink interior light behind a dark double-hung frame.,no
window-845,window-0115,awake,red,double-hung,none,roller shade,none,none,a muted gray upper pane sits above a glowing band of deep red light in the lower sash.,no
window-846,window-0331,awake,black,double-hung,none,none,none,none,twin dark glass panes densely covered in scratched and scrawled graffiti tags.,no
window-847,window-0122,awake,blue,double-hung,none,none,neon sign|signage,none,a glowing neon ukrainian trident over blue-and-yellow colors fills the upper pane.,no
window-848,window-0734,awake,teal,other,none,security,none,none,an ornate wrought-iron gate fronts a teal-glowing glass panel above a wooden door with decorative ironwork.,no
window-849,window-0974,awake,orange,double-hung,none,none,bottle,none,"a frosted, condensation-misted pane glowing intense amber-orange with dim bottle silhouettes on the sill.",no
window-850,window-0353,awake,orange,double-hung,none,security,none,none,a warm amber glow seeps through security bars over the upper sash of a dark double-hung window.,no
window-851,window-0343,asleep,brown,other,none,abandoned,none,none,"a window opening completely sealed with brick masonry, dimly lit in muddy gold tones.",no
window-852,window-0103,asleep,brown,double-hung,owl,none,none,none,"an owl sits in silhouette behind the dim glass, gazing into the darkened room.",no
window-853,window-0121,awake,brown,double-hung,none,none,figurine,none,a silhouetted gnome figurine sits on the sill against a soft sepia glow.,no
window-854,window-0671,awake,amber,double-hung,none,none,plants,none,a backlit leafy plant silhouette glows against a warm amber pane above a dark monitor.,no
window-855,window-0679,awake,amber,double-hung,none,venetian blinds,none,none,a glowing amber double-hung window with paned grid backlit through venetian blinds against pure black.,no
window-856,window-0305,awake,amber,paned grid,none,none,plants,none,large plant leaves silhouetted dramatically against a glowing amber interior.,no
window-857,window-0152,awake,black,double-hung,none,roller shade,neon sign|signage,bada bing!,"a blue and red neon sign reading ""bada bing!"" with a reclining female figure glows in a dark window.",no
window-858,window-0373,awake,gold,storefront,none,none,sign|poster|framed art|signage,kids kung fu,a martial arts studio window with bold kung fu lettering and a heavy punching bag silhouetted in golden light.,no
window-859,window-0504,asleep,brown,double-hung,none,roller shade,plants|vase,none,a dim brown window with the faint silhouette of plants in a vase emerging from darkness.,no
window-860,window-0319,awake,amber,double-hung,ghoul,none,lamp,none,silhouetted ghost cutouts and a lamp glow against an amber halloween-lit window.,no
window-861,window-0868,awake,orange,double-hung,none,roller shade,lamp|bottle,none,"a row of bottle silhouettes lined along the sill, backlit by a warm glowing lamp in an all-orange interior.",no
window-862,window-0617,awake,amber,paned grid,none,sheer curtains,plants,none,a sheer curtain swept to one side glows amber over a silhouetted plant on the sill.,no
window-863,window-0882,awake,amber,other,none,none,lamp|plants,none,a domed table lamp and plant silhouetted against a glowing amber interior.,no
window-864,window-0691,asleep,gray,double-hung,none,sheer curtains,bottle|jar,none,a cluttered windowsill of bottles and bags sits behind sheer curtains above a row of anti-bird spikes.,no
window-865,window-0861,awake,amber,paned grid,none,none,bottle|glassware,none,"backlit leaded-glass cabinet doors glow amber, revealing shelves of bottles behind diamond-paned panels.",yes
window-866,window-0937,awake,amber,paned grid,none,none,books|plants,none,stacks of books glow amber behind a dark-framed window draped with overhanging branches.,yes
window-867,window-0090,awake,black,double-hung,none,none,neon sign|string lights|signage|spa,massage,"a glowing led ""massage"" sign framed by white string lights in a dark double-hung window.",no
window-868,window-0446,asleep,brown,double-hung,none,abandoned,none,none,"the window is boarded up from inside with a plywood panel, leaving no interior life visible.",no
window-869,window-0599,awake,amber,double-hung,none,none,lamp,none,a glowing amber lamp silhouetted behind rippled textured glass in the lower sash.,no
window-870,window-0569,awake,black,paned grid,cat,none,furniture,none,a cat silhouette sits perched against a dim amber glow within a darkened paned window.,no
window-871,window-0191,awake,orange,double-hung,none,pleated shade,none,none,"two glowing amber pleated shades fill a black double-hung frame with warm, even light.",no
window-872,window-0668,awake,orange,double-hung,none,venetian blinds,plants,none,silhouetted houseplants stand against a glowing orange blind-covered window.,no
window-873,window-0600,awake,amber,double-hung,none,roller shade|security,plants,none,a leaf-patterned shade glows amber above a window where a dramatic plant silhouette spreads against the warm light.,no
window-874,window-0436,awake,green,paned grid,none,none,plants,none,a window crowded with potted plants on wire shelving glowing against a pink-tinted backdrop.,no
window-875,window-0521,awake,blue,double-hung,none,sheer curtains,none,none,sheer blue-toned curtains drape behind a dark double-hung frame with horizontal bars across the lower pane.,no
window-876,window-0470,awake,green,double-hung,none,none,plants|sign|signage,如意,"green chinese characters reading ""如意"" decorate the upper pane above lush potted plants.",no
window-877,window-0248,awake,gray,double-hung,none,curtains,plants,none,a snake plant sits below a strand of pastel prayer flags hung across the upper pane.,no
window-878,window-0169,awake,amber,casement,none,none,lamp|kitchenware|glassware|jar,none,a warmly lit kitchen crowded with coffee gear and glassware behind a black-framed window.,no
window-879,window-0272,awake,amber,double-hung,ghoul,pleated shade,holiday decoration,none,playful black monster and bat cutouts decorate the frosted glass for halloween.,no
window-880,window-0620,awake,brown,double-hung,none,roller shade,plants,none,a silhouetted potted plant sits below a partially raised shade in warm amber light.,no
window-881,window-0294,awake,amber,glass block,none,none,none,none,a glass block window glowing amber at the top and fading to darkness below.,no
window-882,window-0018,awake,red,double-hung,none,curtains,none,none,an intensely saturated red glow fills both panes of a dark double-hung window.,no
window-883,window-0396,awake,amber,double-hung,none,sheer curtains,plants,none,backlit potted plants silhouetted against a warm amber glow on the upper sash.,no
window-884,window-0442,awake,orange,double-hung,none,venetian blinds,air conditioner|ceiling fixture|furniture,none,"a glowing orange interior behind venetian blinds, silhouetting a ceiling fan and an air conditioner unit.",no
window-885,window-0829,awake,brown,other,none,sheer curtains,plants,none,a leafy potted plant sits behind sheer curtains above a rusted louvered metal panel.,no
window-886,window-0178,awake,amber,double-hung,none,frosted glass,framed art|religious item,none,a glowing frosted window with a religious portrait of christ above shadowy silhouetted forms below.,yes
window-887,window-0673,awake,yellow,double-hung,none,roller shade,clock,none,a round illuminated clock glows against a yellow lower pane beneath dim green upper panels.,no
window-888,window-0174,awake,blue,paned grid,none,none,string lights,none,cascading strands of white string lights glow against deep blue behind a dark paned window.,no
window-889,window-0746,awake,orange,double-hung,none,sheer curtains,furniture,none,an amber-drenched room with stacked boxes and a coat hung against glowing sheer curtains.,no
window-890,window-0875,awake,amber,other,none,frosted glass,lamp,none,a glowing tube pendant light beside a row of purple heart decals on frosted glass.,no
window-891,window-0886,awake,amber,other,none,security,flag|sign|figurine|holiday decoration|signage,usa welcome,patriotic americana display with usa blocks and a small american flag behind an ornate security gate.,no
window-892,window-0363,awake,gray,double-hung,none,roller shade,bottle|jar,none,a row of silhouetted bottles and jars lined up on the sill against a pale glowing shade.,no
window-893,window-0503,awake,amber,double-hung,none,roller shade,plants,none,potted plants silhouetted on the sill against a hazy amber-lit interior.,no
window-894,window-0474,awake,amber,double-hung,none,venetian blinds,plants,none,a half-drawn venetian blind glows with deep amber light over a shadowed plant below.,no
window-895,window-0537,awake,amber,double-hung,none,roller shade,none,none,two upright skateboard decks silhouetted against a warm amber-lit interior.,no
window-896,window-0783,asleep,gray,double-hung,none,curtains,plants|ceiling fixture,none,"pale curtains and potted plants frame a dim, shadowy interior behind a double-hung window.",no
window-897,window-0499,awake,amber,double-hung,none,sheer curtains,lamp|plants,none,a leafy plant silhouetted against a warm amber glow filling a black-framed double-hung window.,no
window-898,window-0421,awake,amber,double-hung,none,roller shade,none,none,both sashes covered with a mottled amber translucent material glowing like aged parchment.,no
window-899,window-0052,awake,brown,double-hung,none,roller shade,plants,none,a small potted green plant sits on the sill beneath a half-drawn roller shade.,no
window-900,window-0329,awake,brown,double-hung,none,sheer curtains,plants,none,"spiky dracaena silhouettes press against sheer curtains in a dim, muted interior.",no
window-901,window-0237,awake,amber,paned grid,none,venetian blinds,air conditioner|plants,none,glowing amber blinds with shadowy plant silhouettes above a window air conditioner unit.,no
window-902,window-0511,awake,amber,double-hung,none,sheer curtains,none,none,warm sheer curtains glow softly above a dark lower pane crossed by a metal railing.,no
window-903,window-0057,asleep,black,paned grid,none,none,none,none,"a nearly unlit paned window glowing faintly dark green, almost vacant.",no
window-904,window-0906,awake,amber,other,none,none,plants|holiday decoration,none,a glowing star ornament hangs above a silhouetted potted plant in warm amber light.,no
window-905,window-0486,awake,amber,paned grid,none,lace curtains,lamp|plants,none,a glowing lamp behind lace curtains illuminates a small green plant on the sill.,no
window-906,window-0775,awake,brown,double-hung,none,sheer curtains,plants|vase,none,a dim windowsill display crowned by a woven wicker heart ornament glowing in warm amber light.,no
window-907,window-0525,awake,amber,double-hung,none,venetian blinds,plants,none,silhouetted potted plants sit atop a glowing amber window with a blue frame and lower venetian blinds.,no
window-908,window-0977,asleep,brown,other,none,abandoned,none,none,"the window opening is sealed shut with a plain plywood board, signaling vacancy.",no
window-909,window-0141,awake,teal,double-hung,none,roller shade,none,none,crinkled plastic sheeting catches light in the lower pane of a dim teal-glowing window.,no
window-910,window-0061,awake,orange,double-hung,cat,curtains,none,none,a cat sits in silhouette against a glowing amber-orange curtained window.,no
window-911,window-0176,awake,amber,paned grid,none,sheer curtains,lamp|air conditioner|poster|signage,ol fc,a glowing caged pendant lamp dominates the warm amber-lit multi-pane window above an air conditioner.,no
window-912,window-0059,awake,green,storefront,none,none,furniture,none,a graffiti-covered storefront glass with a mannequin glowing in psychedelic green and orange light.,no
window-913,window-0475,awake,gray,arched,none,security,sign|signage,none,an arched brick window with an accordion security gate over glowing red signage below a blank upper pane.,no
window-914,window-0494,awake,amber,double-hung,none,none,lamp|plants,none,a glowing white mushroom-shaped table lamp sits beneath a leafy green potted plant on the sill.,no
window-915,window-0957,awake,blue,arched,none,none,neon sign|signage,pabst michelob ultra,"two beer neon signs glow in an arched window, a red-and-blue pabst above a white michelob ultra.",no
window-916,window-0091,awake,brown,paned grid,none,frosted glass,none,none,"three panes of textured frosted glass glow with a dim amber light, marred by cracks and shadowy stains.",no
window-917,window-0563,awake,amber,paned grid,none,curtains,none,none,warm amber curtains glow behind a paned grid accented by ornate wrought-iron scrollwork.,no
window-918,window-0550,awake,amber,double-hung,none,roller shade,air conditioner|plants,none,a colorful hanging mobile dangles in the warm amber glow above a window air conditioner.,no
window-919,window-0196,asleep,brown,storefront,none,none,sign|signage,income tax,"a dim storefront door dominated by bold red ""income tax"" lettering above an unlit black panel.",yes
window-920,window-0888,awake,white,paned grid,none,stained glass,plants,none,lush green plants press against a paned window with delicate hanging glass ornaments catching the warm interior light.,no
window-921,window-0652,awake,amber,other,none,none,sign|poster|signage,chapel a,"a glowing amber window framing a black ""chapel a"" sign above posted notices.",no
window-922,window-0047,awake,pink,other,none,stained glass,none,none,"a diamond-grid stained glass window glowing in shades of pink, magenta, and cream.",no
window-923,window-0317,awake,amber,double-hung,none,none,lamp|plants,none,an adjustable desk lamp arcs over silhouetted potted plants in a deep amber glow.,no
window-924,window-0969,awake,amber,other,none,roller shade,none,none,two dark silhouetted objects hang against a softly glowing amber shade.,no
window-925,window-0821,awake,amber,paned grid,none,none,plants,none,a six-pane black-framed window glows uniform amber with a silhouetted potted plant in the lower corner.,no
window-926,window-0157,awake,brown,double-hung,cat,sheer curtains,none,none,a cat sits quietly in the lower pane against warm sheer curtains.,no
window-927,window-0941,awake,amber,paned grid,none,venetian blinds,plants,none,silhouetted vines climb across a warmly glowing paned window with blinds drawn behind.,no
window-928,window-0610,awake,black,other,none,roller shade,air conditioner,none,a dim air conditioner unit sits above a window glowing faintly amber behind a partly drawn shade.,no
window-929,window-0824,awake,amber,casement,none,none,plants,none,silhouetted potted plants set against a glowing amber-orange interior.,no
window-930,window-0527,awake,orange,other,none,frosted glass,bottle,none,wine bottles silhouetted behind amber textured wire-mesh glass in a dark wood frame.,yes
window-931,window-0241,awake,amber,paned grid,none,none,none,none,a dark t-shirt hangs silhouetted against a glowing amber interior.,no
window-932,window-0264,awake,blue,other,none,none,poster|flowers|signage|spa,none,a backlit spa advertisement showing a couple receiving a massage fills the entire window.,no
window-933,window-0804,asleep,green,double-hung,none,curtains,none,none,a muted olive-green glow diffuses through drawn curtains behind a dark double-hung frame.,no
window-934,window-0126,awake,blue,storefront,none,none,poster|sign|signage,hottie lash,a blue-toned eyelash salon display showing rows of close-up eyes beneath a glowing logo.,no
window-935,window-0323,awake,orange,double-hung,none,sheer curtains,none,none,an intense fiery orange glow radiates through sheer curtains in a dark double-hung window.,no
window-936,window-0952,awake,amber,double-hung,none,none,bottle|plants,none,climbing vines silhouetted against a warm amber glow with a row of colorful glass bottles on the sill.,no
window-937,window-0089,awake,blue,other,none,none,open sign|neon sign|poster|sign|signage|spa,open 2nd floor,a backlit massage-parlor advertisement with a glowing neon-style open sign and a 2nd floor directional.,no
window-938,window-0686,awake,amber,paned grid,none,frosted glass,ceiling fixture,none,"a glowing bare bulb burns behind frosted, grid-paned glass casting deep amber light.",no
window-939,window-0313,awake,amber,double-hung,none,curtains,sign|poster|signage,zohran for new york city,"a blue campaign poster reading ""zohran for new york city"" hangs in an amber-glowing double-hung window.",no
window-940,window-0713,awake,amber,paned grid,none,none,none,none,a weathered multi-pane window with an open inner sash glows with deep amber interior light.,no
window-941,window-0228,asleep,brown,double-hung,ghoul,roller shade,none,none,a single glowing orange pumpkin sits on the sill of a dark double-hung window.,no
window-942,window-0573,awake,orange,paned grid,none,none,plants,none,a silhouetted potted plant sits against a glowing amber-orange paned window.,no
window-943,window-0379,awake,amber,double-hung,none,pleated shade,plants,none,silhouetted potted plants and security bars frame a warm amber glow behind a partially raised pleated shade.,no
window-944,window-0990,awake,amber,paned grid,none,roller shade,sign|signage,beware of dog,"a glowing amber window with a ""beware of dog"" sign featuring a snarling dog illustration.",no
window-945,window-0930,awake,amber,double-hung,none,sheer curtains,lamp|plants|furniture,none,a potted plant on the sill glows beside a warm interior lamp behind sheer curtains.,no
window-946,window-0965,awake,amber,double-hung,none,none,none,none,"a foggy, condensation-streaked window glows amber with a bright interior light source low in the lower pane.",no
window-947,window-0388,awake,amber,other,none,none,lamp,none,an ornate moroccan-style pendant lantern hangs glowing against a warm amber wall.,no
window-948,window-0571,awake,amber,double-hung,none,none,plants|string lights,none,backlit plant silhouettes glow against a deep amber interior light.,no
window-949,window-0325,awake,amber,double-hung,none,none,framed art,none,a warm amber window framing a colorful floral plate above a pale heart-shaped decoration.,no
window-950,window-0367,awake,black,double-hung,none,none,none,none,a nearly black window broken only by a small patch of purple glow near the sill.,no
window-951,window-0030,awake,red,double-hung,none,frosted glass,none,none,a glowing red frosted window reveals only the shadowy silhouettes of indistinct objects within.,no
window-952,window-0567,asleep,brown,paned grid,none,none,none,none,"a tall paned wooden window glowing dim amber, its many small panes revealing shadowy vertical slats within.",no
window-953,window-0948,awake,amber,double-hung,none,none,none,none,a silhouetted dreamcatcher hangs against a glowing amber window.,no
window-954,window-0811,awake,orange,arched,none,curtains,lamp,none,a single glowing pendant lamp on a draped cord casts warm amber light through an arched paned window.,no
window-955,window-0739,awake,white,double-hung,none,roller shade,mirror,none,a small round vanity mirror sits on a sill below a half-drawn shade of frosted light.,no
window-956,window-0885,awake,brown,double-hung,none,security|venetian blinds,sign|figurine|flag|holiday decoration|signage,usa god bless america,"a patriotic american-themed display of usa signs, flags, and a wreath behind an ornate security gate.",no
window-957,window-0772,awake,white,double-hung,none,none,neon sign|poster|sign|signage|spa,fu ji health spa,"a glowing thumbs-up neon hand sits beneath a backlit spa advertisement reading ""fu ji health spa"".",no
window-958,window-0809,awake,brown,double-hung,none,none,sign|plants|flowers|signage,專科 medicine,a bilingual illuminated medicine sign glows above a sill of small potted plants.,no
window-959,window-0212,awake,blue,other,none,none,neon sign|signage,anchor brewing,a glowing blue and gold anchor brewing neon sign with an anchor motif fills a dark window.,no
window-960,window-0489,awake,amber,double-hung,none,curtains,string lights|plants|flowers,none,warm string lights drape across a cozy window above a pot of red geraniums.,no
window-961,window-0857,awake,amber,other,none,roller shade,lamp|flowers|vase|plants,none,a glowing lamp silhouettes a vase of flowers against a warm amber shade.,no
window-962,window-0360,awake,amber,other,none,roller shade,air conditioner,none,a glowing amber board covers the upper window above a dark air conditioner unit.,no
window-963,window-0958,awake,black,arched,none,security,neon sign|signage,sauza,a glowing sauza neon sign above a yellow neon figure behind a dark arched window.,no
window-964,window-0898,awake,brown,double-hung,cat,venetian blinds,lamp,none,a cat's dark silhouette shows through the partially raised blinds of the upper sash beside a lamp.,no
window-965,window-0170,awake,amber,casement,none,none,kitchenware|plants,none,silhouetted coffee and tea equipment on shelves glow against a warm amber backlight.,no
window-966,window-0425,awake,amber,double-hung,none,curtains,ceiling fixture,none,a row of small ceiling lights glows above amber curtains with a ladder visible below.,no
window-967,window-0819,awake,amber,other,none,none,lamp,none,a glowing drum pendant lamp dominates an otherwise empty amber-washed window.,no
window-968,window-0149,awake,black,double-hung,none,curtains,books,none,a dim amber glow seeps through a dark curtain above stacked books in a mostly black window.,no
window-969,window-0349,asleep,brown,paned grid,none,abandoned,none,none,"a boarded-up window with weathered, paint-streaked wood planks behind a paned grid frame.",no
window-970,window-0572,awake,amber,double-hung,none,none,none,none,"a muted amber double-hung window glows softly against dark brick, its panes hazy and empty.",no
window-971,window-0556,awake,green,double-hung,none,none,neon sign|signage,guidance,"a vertical green neon sign reading ""guidance"" glows intensely behind a dark double-hung window.",no
window-972,window-0816,awake,white,other,none,none,sign|poster|signage|spa,renew regal spa body work $49/hour foot rub $25/hour,an illuminated spa lightbox sign advertising body work and foot rub prices with a massage photo below.,no
window-973,window-0258,awake,blue,double-hung,none,venetian blinds,none,none,cool bluish venetian blinds glow behind a dark double-hung frame with shadowy objects at the sill.,no
window-974,window-0526,awake,green,double-hung,none,roller shade,none,none,a muted color-block of olive green and warm amber panels glows behind a partly drawn shade.,no
window-975,window-0405,asleep,black,double-hung,none,none,books|string lights,none,a row of books lines the lower sill beneath a faint string of warm lights in an otherwise dark window.,no
window-976,window-0975,asleep,amber,other,none,none,sign|signage,adt,"an ornate leaded-glass door panel with diamond and fractured-glass patterns glowing amber, bearing a small adt security sticker.",no
window-977,window-0298,awake,amber,paned grid,none,vertical blinds,plants,none,dense silhouetted vines climb across a warm amber-lit paned window.,no
window-978,window-0448,awake,orange,double-hung,none,none,lamp|jar|bottle|mirror,none,a warm peach-toned room with a small pendant fixture above and an assortment of jars and bottles lining the lower sill.,no
window-979,window-0575,awake,red,double-hung,none,roller shade,none,none,"a glowing red shade fills the window with an intense, eerie crimson light.",no
window-980,window-0806,asleep,blue,double-hung,none,curtains,none,none,a dark-framed double-hung window glowing with deep blue curtain folds.,no
window-981,window-0564,awake,black,storefront,none,none,sign|signage,la virtu wax studio lavirtuwax.com la_virtu,"a glowing white lightbox sign reading ""la virtu wax studio"" anchors an otherwise pitch-black storefront.",no
window-982,window-0392,awake,amber,double-hung,none,roller shade|sheer curtains,lamp,none,a single warm lamp glows softly on the sill of a darkened double-hung window.,no
window-983,window-0428,awake,amber,paned grid,none,none,ceiling fixture,none,a warm amber glow fills a multi-paned window with dark silhouetted objects on the sill.,no
window-984,window-0410,awake,pink,double-hung,none,none,plants,none,a spiky aloe-like plant casts a dramatic silhouette against a soft pink glow.,yes
window-985,window-0230,awake,amber,double-hung,none,roller shade,plants|string lights,none,a silhouetted plant glows against a warm amber shade above a curtain of twinkling string lights.,no
window-986,window-0161,awake,brown,double-hung,none,venetian blinds|curtains,none,none,a mysterious shadow looms behind the upper blinds while red curtains glow below.,no
window-987,window-0508,asleep,black,double-hung,none,none,lamp,none,a single warm orange orb glows against an otherwise dark window with a faint blue-lit upper pane.,no
window-988,window-0507,awake,brown,double-hung,none,sheer curtains,lamp|plants,none,"an ornate table lamp glows softly behind sheer curtains, flanked by potted plants on the sill.",no
window-989,window-0999,awake,magenta,other,none,security|stained glass,string lights,none,a vivid stained-glass disc glows above a pink-lit window framed by an ornate iron security gate.,yes
window-990,window-0760,awake,amber,other,none,lace curtains,none,none,warm amber light glowing through delicate lace curtains in a dark frame.,no
window-991,window-0637,awake,amber,double-hung,none,security,none,none,a glowing amber window seen through a dense metal mesh screen with a shadowy form inside.,no
window-992,window-0707,awake,amber,double-hung,none,none,string lights|holiday decoration|bottle,none,a glowing christmas tree wrapped in warm string lights fills the lower pane of an amber-lit window.,no
window-993,window-0808,awake,amber,paned grid,none,none,books,none,a large industrial ventilation duct snakes through an amber-lit interior above stacked books on the sill.,no
window-994,window-0067,awake,yellow,paned grid,none,pleated shade,none,none,a symmetrical grid of paned glass glows with a uniform warm yellow light behind pleated shades.,no
window-995,window-0131,awake,blue,double-hung,none,curtains,none,none,purple and electric blue light glows through gauzy curtains in a darkened double-hung window.,no
window-996,window-0994,awake,white,other,none,stained glass,none,none,an ornate art nouveau stained glass window with symmetrical floral and geometric motifs framed in black.,no
window-997,window-0495,awake,amber,double-hung,none,none,ceiling fixture|bottle|plants|kitchenware,none,a warmly lit kitchen with a bright green bottle and small appliances on the counter.,no
window-998,window-0933,awake,amber,other,none,none,plants,none,a glowing amber pane with a small plant silhouetted against the warm light.,no
window-999,window-0124,awake,blue,other,none,none,sign|poster|signage,hottie lash east village first time 20% off,an illuminated eyelash-salon advertising lightbox showing close-up eyes and lashes.,no
window-1000,window-0866,awake,amber,double-hung,none,none,plants|ceiling fixture,none,frost-frosted upper pane glows above plant silhouettes lit by warm interior light.,no
