window,id,circadian,color,frame,occupant,treatment,objects,signage,notable,special,master
window-0143,w-189,AWAKE,orange,double-hung,,roller shade,plants,,Silhouetted monstera leaves stand against a glowing red-orange interior.,,WINDOWSTACK2026_2_0075_windows-00911.png
window-0144,w-190,AWAKE,brown,double-hung,,,lamp|plants,,A hanging plant silhouetted against a softly glowing pendant lamp dominates the dark double-hung window.,,WINDOWSTACK2026_2_0076_windows-00910.png
window-0145,w-191,AWAKE,brown,double-hung,,roller shade,plants|string lights,,A windowsill garden of potted plants silhouetted against a warm shaded glow.,,WINDOWSTACK2026_2_0077_windows-00909.png
window-0146,w-192,AWAKE,brown,double-hung,,sheer curtains,plants,,A windowsill garden of potted plants silhouetted against soft sheer curtains with small figurines below.,,WINDOWSTACK2026_2_0078_windows-00908.png
window-0147,w-193,AWAKE,brown,double-hung,,sheer curtains,,,Sheer curtains glow warmly with a sliver of amber light splitting the gap down the center.,,WINDOWSTACK2026_2_0079_windows-00907.png
window-0148,w-194,ASLEEP,black,double-hung,,venetian blinds,holiday decoration,,A glittering red leaping-reindeer decal surrounded by white snowflakes glows against the dark window.,,WINDOWSTACK2026_2_0080_windows-00906.png
window-0149,w-195,AWAKE,black,double-hung,,curtains,books,,A dim amber glow seeps through a dark curtain above stacked books in a mostly black window.,,WINDOWSTACK2026_2_0081_windows-00905.png
window-0150,w-196,AWAKE,orange,paned grid,,security,plants,,"A security-gated window glowing amber behind a metal mesh, with a bicycle and plant silhouetted inside.",,WINDOWSTACK2026_2_0082_windows-00904.png
window-0151,w-199,AWAKE,black,double-hung,,,string lights|holiday decoration,,A glowing green-and-red light-up Christmas tree decoration floats in an otherwise dark window.,,WINDOWSTACK2026_2_0085_windows-00900.png
window-0152,w-200,AWAKE,black,double-hung,,roller shade,neon sign|signage,BADA BING!,"A blue and red neon sign reading ""Bada Bing!"" with a reclining female figure glows in a dark window.",,WINDOWSTACK2026_2_0086_windows-00899.png
window-0153,w-202,AWAKE,orange,double-hung,,security,holiday decoration,,Paper snowflakes glow against a warm amber interior framed by ornate security bars.,,WINDOWSTACK2026_2_0088_windows-00895.png
window-0154,w-203,AWAKE,amber,double-hung,,security,plants|string lights,,"Hanging paper snowflake decorations silhouetted against a warm amber glow create a festive, intimate scene.",,WINDOWSTACK2026_2_0089_windows-00893.png
window-0155,w-204,AWAKE,red,arched,,sheer curtains,plants|air conditioner|signage,SKOE,A red-glowing arched window draped in floral sheers above a graffiti-tagged air conditioner.,,WINDOWSTACK2026_2_0090_windows-00892.png
window-0156,w-205,AWAKE,red,arched,,sheer curtains,plants,,A hanging plant in a macramé holder silhouetted against deep red curtains glowing behind an arched window.,,WINDOWSTACK2026_2_0091_windows-00890.png
window-0157,w-206,AWAKE,brown,double-hung,cat,sheer curtains,,,A cat sits quietly in the lower pane against warm sheer curtains.,,WINDOWSTACK2026_2_0092_windows-00878.png
window-0158,w-207,AWAKE,amber,double-hung,,,plants,,Multiple macrame-hung plants silhouetted against a soft amber interior glow.,,WINDOWSTACK2026_2_0093_windows-00871.png
window-0159,w-208,AWAKE,blue,double-hung,,venetian blinds,string lights,,Curtain of twinkling string lights glowing blue and purple behind venetian blinds.,,WINDOWSTACK2026_2_0094_windows-00865.png
window-0160,w-210,AWAKE,amber,double-hung,,roller shade,,,A warm amber glow fills the upper pane behind a partly drawn shade while the lower pane stays dim.,,WINDOWSTACK2026_2_0096_windows-00862.png
window-0161,w-211,AWAKE,brown,double-hung,,venetian blinds|curtains,,,A mysterious shadow looms behind the upper blinds while red curtains glow below.,,WINDOWSTACK2026_2_0097_windows-00860.png
window-0162,w-213,AWAKE,amber,other,,security,,,Ornate wrought-iron scrollwork and a diamond-patterned security gate glow against warm amber interior light.,,WINDOWSTACK2026_2_0099_windows-00856-2.png
window-0163,w-214,AWAKE,amber,double-hung,,venetian blinds,lamp,,"A warm lamp glows through wooden venetian blinds, casting a silhouette in the upper pane.",,WINDOWSTACK2026_2_0100_windows-00852.png
window-0164,w-215,AWAKE,amber,double-hung,,venetian blinds,plants|string lights,,A half-raised blind reveals a glowing tangle of warm string lights and a silhouetted plant on the sill.,,WINDOWSTACK2026_2_0101_windows-00840.png
window-0165,w-216,ASLEEP,brown,double-hung,,venetian blinds,sign|poster|signage,ICE OUT OF NYC,"A protest sign reading ""ICE OUT OF NYC"" sits below a warm orange glow filtered through half-raised blinds.",,WINDOWSTACK2026_2_0102_windows-00839.png
window-0166,w-217,AWAKE,amber,double-hung,,lace curtains,lamp|plants,,A pleated table lamp glows warmly against lace curtains in an intimate double-hung window.,,WINDOWSTACK2026_2_0103_windows-00838.png
window-0167,w-218,AWAKE,orange,double-hung,,curtains,plants,,A silhouetted climbing plant stands against a warm amber curtain glow.,,WINDOWSTACK2026_2_0104_windows-00837.png
window-0168,w-219,AWAKE,amber,double-hung,,sheer curtains,plants,,A silhouetted trailing plant casts dramatic shadows against warm amber-lit sheer curtains.,,WINDOWSTACK2026_2_0105_windows-00837-2.png
window-0169,w-220,AWAKE,amber,casement,,,lamp|kitchenware|glassware|jar,,A warmly lit kitchen crowded with coffee gear and glassware behind a black-framed window.,,WINDOWSTACK2026_2_0106_windows-00836.png
window-0170,w-221,AWAKE,amber,casement,,,kitchenware|plants,,Silhouetted coffee and tea equipment on shelves glow against a warm amber backlight.,,WINDOWSTACK2026_2_0107_windows-00835.png
window-0171,w-222,AWAKE,amber,double-hung,,lace curtains,air conditioner,,Warm amber light glows through patterned lace curtains above a dark air conditioner unit.,,WINDOWSTACK2026_2_0108_windows-00829.png
window-0172,w-224,AWAKE,amber,double-hung,,lace curtains,,,Patterned lace curtains glow amber with shadowy objects pressed against the glass.,,WINDOWSTACK2026_2_0110_windows-00827.png
window-0173,w-225,AWAKE,pink,double-hung,,sheer curtains,,,Sheer patterned café curtains glow with a soft pink interior light behind a dark double-hung frame.,,WINDOWSTACK2026_2_0111_windows-00826.png
window-0174,w-226,AWAKE,blue,paned grid,,,string lights,,Cascading strands of white string lights glow against deep blue behind a dark paned window.,,WINDOWSTACK2026_2_0112_windows-00825.png
window-0175,w-227,AWAKE,blue,double-hung,,,string lights,,Dense multicolored string lights fill both panes against a deep blue glow.,,WINDOWSTACK2026_2_0113_windows-00823.png
window-0176,w-230,AWAKE,amber,paned grid,,sheer curtains,lamp|air conditioner|poster|signage,OL FC,A glowing caged pendant lamp dominates the warm amber-lit multi-pane window above an air conditioner.,,WINDOWSTACK2026_3_0002_windows-01552.png
window-0177,w-231,AWAKE,green,paned grid,,,plants,,"Silhouetted potted plants line the sill against a pale, foggy green-lit glass.",,WINDOWSTACK2026_3_0003_windows-01550.png
window-0178,w-233,AWAKE,amber,double-hung,,frosted glass,framed art|religious item,,A glowing frosted window with a religious portrait of Christ above shadowy silhouetted forms below.,yes,WINDOWSTACK2026_3_0005_windows-01547.png
window-0179,w-234,AWAKE,brown,double-hung,,sheer curtains,,,"A glowing amber slit of light cuts through dark sheer curtains, revealing a shadowed interior.",,WINDOWSTACK2026_3_0006_windows-01545.png
window-0180,w-235,AWAKE,orange,double-hung,,sheer curtains,,,"A shadowy form looms behind glowing orange curtains, edged by intense red light.",,WINDOWSTACK2026_3_0007_windows-01543.png
window-0181,w-236,AWAKE,amber,double-hung,,,plants,,Small potted succulents and a candle line the sill against a glowing amber interior.,,WINDOWSTACK2026_3_0008_windows-01541.png
window-0182,w-237,AWAKE,orange,double-hung,,,plants|framed art,,A glowing amber-orange interior silhouettes a large monstera leaf and shadowy plant forms against the warm light.,,WINDOWSTACK2026_3_0009_windows-01540.png
window-0183,w-239,AWAKE,amber,double-hung,,curtains,flowers|plants,,Warm amber light glows through leaf-patterned curtains in a green double-hung frame.,,WINDOWSTACK2026_3_0011_windows-01538.png
window-0184,w-242,AWAKE,amber,paned grid,,sheer curtains,lamp|air conditioner,,A glowing lamp behind sheer curtains warms the room above a window air conditioner unit.,,WINDOWSTACK2026_3_0014_windows-01534.png
window-0185,w-244,AWAKE,orange,double-hung,,curtains,plants|flowers,,A glowing amber window with a half-drawn curtain silhouetting potted plants and dried flowers.,,WINDOWSTACK2026_3_0016_windows-01528.png
window-0186,w-245,AWAKE,amber,double-hung,,sheer curtains,plants,,A silhouetted hanging plant cascades against a glowing amber interior.,,WINDOWSTACK2026_3_0017_windows-01416.png
window-0187,w-247,AWAKE,gray,paned grid,,curtains,plants|bottle,,"A dim, muted gray window with a paned grid and faint plants barely visible on the sill.",,WINDOWSTACK2026_3_0019_windows-01414.png
window-0188,w-250,AWAKE,black,double-hung,,curtains,,,A dark window where warm amber light glows through curtains in only the upper pane.,,WINDOWSTACK2026_3_0022_windows-01409.png
window-0189,w-251,AWAKE,amber,double-hung,,curtains,string lights,,Warm amber light glows through striped curtains topped by a row of tiny string lights.,,WINDOWSTACK2026_3_0023_windows-01408.png
window-0190,w-252,AWAKE,amber,double-hung,,curtains,,,Glowing amber curtains printed with repeating brown leafy vine motifs fill the dark window frame.,,WINDOWSTACK2026_3_0024_windows-01406.png
window-0191,w-253,AWAKE,orange,double-hung,,pleated shade,,,"Two glowing amber pleated shades fill a black double-hung frame with warm, even light.",,WINDOWSTACK2026_3_0025_windows-01406-2.png
window-0192,w-254,AWAKE,brown,double-hung,cat,roller shade,,,A dark double-hung window with glowing amber streaks through drawn shades and a decorative greek-key sill.,,WINDOWSTACK2026_3_0026_windows-01400.png
window-0193,w-255,AWAKE,brown,double-hung,cat,roller shade,,,Amber light leaks through a lowered shade above a decorative greek-key tiled sill.,,WINDOWSTACK2026_3_0027_windows-01397.png
window-0194,w-258,AWAKE,amber,double-hung,,venetian blinds,string lights,,Warm amber blinds glow above a sill twinkling with colored string lights.,,WINDOWSTACK2026_3_0030_windows-01391-3.png
window-0195,w-259,AWAKE,orange,double-hung,,venetian blinds,plants,,Silhouetted potted plants sit on the sill beneath warmly glowing partially-raised blinds.,,WINDOWSTACK2026_3_0031_windows-01391-2.png
window-0196,w-260,ASLEEP,brown,storefront,,,sign|signage,INCOME TAX,"A dim storefront door dominated by bold red ""INCOME TAX"" lettering above an unlit black panel.",yes,WINDOWSTACK2026_3_0032_windows-01390.png
window-0197,w-261,AWAKE,amber,double-hung,,,,,A dark window glows with a warm amber wedge of interior light dominated by deep shadow.,,WINDOWSTACK2026_3_0033_windows-01384.png
window-0198,w-262,AWAKE,orange,double-hung,,curtains,,,Glowing orange-to-red curtains fill a black double-hung frame like flames behind glass.,,WINDOWSTACK2026_3_0034_windows-01383.png
window-0199,w-263,AWAKE,red,paned grid,,curtains,air conditioner,,Glowing red-orange curtains behind a paned window with an air conditioner unit at the base.,,WINDOWSTACK2026_3_0035_windows-01382.png
window-0200,w-264,AWAKE,orange,double-hung,,curtains,framed art,,An intensely orange-glowing window divided into panes with a curtain drawn to one side.,,WINDOWSTACK2026_3_0036_windows-01382-2.png
window-0201,w-266,AWAKE,brown,double-hung,,,air conditioner,,A dimly lit window with shelves of indistinct objects above a window-mounted air conditioner.,,WINDOWSTACK2026_3_0038_windows-01380.png
window-0202,w-267,ASLEEP,brown,double-hung,,,flag,,A Puerto Rican flag hangs in the dim upper pane of an otherwise shadowy window.,,WINDOWSTACK2026_3_0039_windows-01380-2.png
window-0203,w-268,AWAKE,amber,double-hung,,curtains,lamp|fan,,A box fan silhouetted against the warm amber glow of a lampshade.,,WINDOWSTACK2026_3_0040_windows-01379.png
window-0204,w-269,AWAKE,amber,paned grid,,,plants,,Silhouetted hanging plants against a glowing amber backdrop create a dramatic shadow garden.,,WINDOWSTACK2026_3_0041_windows-01378.png
window-0205,w-270,AWAKE,black,double-hung,,security|sheer curtains,plants,,"An ornate wrought-iron security grille with scroll motifs frames a dim, curtained interior.",,WINDOWSTACK2026_3_0042_windows-01377.png
window-0206,w-271,AWAKE,blue,double-hung,,curtains,,,"A dim blue-curtained double-hung window with a metal child safety guard, barely lit in darkness.",,WINDOWSTACK2026_3_0043_windows-01376.png
window-0207,w-272,AWAKE,brown,storefront,,,,,A dark graffiti-tagged storefront window glows faintly with warm interior light and a single candle flame.,,WINDOWSTACK2026_3_0044_windows-01374.png
window-0208,w-273,AWAKE,orange,other,,venetian blinds,string lights,,Warm amber light glows through a graffiti-scrawled glass door with a circular logo and partial blinds.,,WINDOWSTACK2026_3_0045_windows-01373.png
window-0209,w-274,ASLEEP,brown,storefront,,venetian blinds,sign|signage,A SMILE YOU'RE ON CAMERA,A dim restaurant window showing a health grade 'A' card and a 'Smile you're on camera' decal.,,WINDOWSTACK2026_3_0046_windows-01370.png
window-0210,w-275,AWAKE,red,other,,,neon sign|signage,OMMEGANG,A glowing red OMMEGANG neon sign with a rampant lion floats in an otherwise dark window.,,WINDOWSTACK2026_3_0047_windows-01360.png
window-0211,w-277,AWAKE,black,arched,,,neon sign|signage,Coors LIGHT,A glowing Coors Light neon sign sits alone in a dark arched window.,,WINDOWSTACK2026_3_0049_windows-01357.png
window-0212,w-278,AWAKE,blue,other,,,neon sign|signage,ANCHOR BREWING,A glowing blue and gold Anchor Brewing neon sign with an anchor motif fills a dark window.,,WINDOWSTACK2026_3_0050_windows-01351.png
window-0213,w-280,ASLEEP,brown,double-hung,,curtains,,,A small teal ornament hangs against warm amber curtains in an otherwise dim window.,,WINDOWSTACK2026_3_0052_windows-01348.png
window-0214,w-281,AWAKE,orange,double-hung,,curtains|security,,,"Glowing orange draped curtains behind a barred lower sash create a warm, enigmatic glow.",,WINDOWSTACK2026_3_0053_windows-01347.png
window-0215,w-282,AWAKE,amber,paned grid,,curtains,,,"A three-paned window glows with amber light filtered through draped, crumpled fabric casting soft shadows.",,WINDOWSTACK2026_3_0054_windows-01347-2.png
window-0216,w-285,ASLEEP,brown,double-hung,,sheer curtains,plants,,"Terracotta potted plants sit on the sill behind a dim, sheer-curtained double-hung window.",,WINDOWSTACK2026_3_0057_windows-01345.png
window-0217,w-286,AWAKE,amber,double-hung,,roller shade,,,A warm amber glow radiates through a drawn shade behind a dark double-hung window with a railing silhouette.,,WINDOWSTACK2026_3_0058_windows-01344.png
window-0218,w-288,AWAKE,orange,arched,,security,plants,,An orange-glowing window behind security bars with decorative heart-shaped iron scrollwork and a silhouetted plant.,,WINDOWSTACK2026_3_0060_windows-01340.png
window-0219,w-289,ASLEEP,gray,double-hung,,venetian blinds|security,sign|signage,"S.A. ROSENTHAL, M.D.
UROLOGY
718-821-3700",A urologist's office window behind decorative ironwork bars with a backlit business sign.,,WINDOWSTACK2026_3_0061_windows-01339.png
